date,StraitTimes
4/13/2007,3197.27
4/16/2007,3238.8
4/17/2007,3238.74
4/18/2007,3231.93
4/19/2007,3117.61
4/20/2007,3188.63
4/23/2007,3218.89
4/24/2007,3206.95
4/25/2007,3202.04
4/26/2007,3247.61
4/27/2007,3246.17
4/30/2007,3208.1
5/2/2007,3257.63
5/3/2007,3288.71
5/4/2007,3328.25
5/7/2007,3330.01
5/8/2007,3291.19
5/9/2007,3304.07
5/10/2007,3315.31
5/11/2007,3297.45
5/14/2007,3351.99
5/15/2007,3327.02
5/16/2007,3358.7
5/17/2007,3384.07
5/18/2007,3375.9
5/21/2007,3375.59
5/22/2007,3400.72
5/23/2007,3428.55
5/24/2007,3399.85
5/25/2007,3357.3
5/28/2007,3379.33
5/29/2007,3398.42
5/30/2007,3381.14
6/1/2007,3419.62
6/4/2007,3447.63
6/5/2007,3443.21
6/6/2007,3436.57
6/7/2007,3411.57
6/8/2007,3355.25
6/11/2007,3409.58
6/12/2007,3425.71
6/13/2007,3411.55
6/14/2007,3432.76
6/15/2007,3436.23
6/18/2007,3484.69
6/19/2007,3495.89
6/20/2007,3491.1
6/21/2007,3498.13
6/22/2007,3480.08
6/25/2007,3446.78
6/26/2007,3399.59
6/27/2007,3376.3
6/28/2007,3403.27
6/29/2007,3415.12
7/2/2007,3416.02
7/3/2007,3438.52
7/4/2007,3423.77
7/5/2007,3414.63
7/6/2007,3423.4
7/9/2007,3485.89
7/10/2007,3480.5
7/11/2007,3455.55
7/12/2007,3481.56
7/13/2007,3511.79
7/16/2007,3512.09
7/17/2007,3508.2
7/18/2007,3447.04
7/19/2007,3472.86
7/20/2007,3521.43
7/23/2007,3507.37
7/24/2007,3538.81
7/25/2007,3509.18
7/26/2007,3456.34
7/27/2007,3367.95
7/30/2007,3398.95
7/31/2007,3420.4
8/1/2007,3305.74
8/2/2007,3307.62
8/3/2007,3316.99
8/6/2007,3195.32
8/7/2007,3204.11
8/8/2007,3320.26
8/10/2007,3262.14
8/13/2007,3284.42
8/14/2007,3294.48
8/15/2007,3182.75
8/16/2007,3054.84
8/17/2007,3033.03
8/20/2007,3222.87
8/21/2007,3135.59
8/22/2007,3229.16
8/23/2007,3280.86
8/24/2007,3277.4
8/27/2007,3297.88
8/28/2007,3257.42
8/29/2007,3246.64
8/30/2007,3238.79
8/31/2007,3307.76
9/3/2007,3300.74
9/4/2007,3288.26
9/5/2007,3354.06
9/6/2007,3378.38
9/7/2007,3403.41
9/10/2007,3355.38
9/11/2007,3407.2
9/12/2007,3419.46
9/13/2007,3416.72
9/14/2007,3449.55
9/17/2007,3390.92
9/18/2007,3394.32
9/19/2007,3508.67
9/20/2007,3469.49
9/21/2007,3458.9
9/24/2007,3552.26
9/25/2007,3541.8
9/26/2007,3568.21
9/27/2007,3631.15
9/28/2007,3622.77
10/1/2007,3673.3
10/2/2007,3718.16
10/3/2007,3678.86
10/4/2007,3710.24
10/5/2007,3749.73
10/8/2007,3753.03
10/9/2007,3797.9
10/10/2007,3751.27
10/11/2007,3813.32
10/12/2007,3796.59
10/15/2007,3801.15
10/16/2007,3744.78
10/17/2007,3782.29
10/18/2007,3758.58
10/19/2007,3697.53
10/22/2007,3592.77
10/23/2007,3637.39
10/24/2007,3589.34
10/25/2007,3654.14
10/26/2007,3718.92
10/29/2007,3768.59
10/30/2007,3743.06
10/31/2007,3746.51
11/1/2007,3743.52
11/2/2007,3655.07
11/5/2007,3606.66
11/6/2007,3636.19
11/7/2007,3631.07
11/9/2007,3560.97
11/12/2007,3464.1
11/13/2007,3437.16
11/14/2007,3497.07
11/15/2007,3450.59
11/16/2007,3407.29
11/19/2007,3373.76
11/20/2007,3394.24
11/21/2007,3293.54
11/22/2007,3256.67
11/23/2007,3273.55
11/26/2007,3371.99
11/27/2007,3328.39
11/28/2007,3325.05
11/29/2007,3428.62
11/30/2007,3486.57
12/3/2007,3475.31
12/4/2007,3491.26
12/5/2007,3529.56
12/6/2007,3523.96
12/7/2007,3523.46
12/10/2007,3519.11
12/11/2007,3564.98
12/12/2007,3525.4
12/13/2007,3451.94
12/14/2007,3439.8
12/17/2007,3325.57
12/18/2007,3348.2
12/19/2007,3331.87
12/21/2007,3379.5
12/24/2007,3416.21
12/26/2007,3458.19
12/27/2007,3461.82
12/28/2007,3430.89
12/31/2007,3465.63
1/2/2008,3444.34
1/3/2008,3375.33
1/4/2008,3416.48
1/7/2008,3335.48
1/8/2008,3321.76
1/9/2008,3344.53
1/10/2008,3311.07
1/11/2008,3287.34
1/14/2008,3218.14
1/15/2008,3154.58
1/16/2008,3058.49
1/17/2008,3139.88
1/18/2008,3104.25
1/21/2008,2917.15
1/22/2008,2866.55
1/23/2008,2983.62
1/24/2008,3050.09
1/25/2008,3159.48
1/28/2008,3041.48
1/29/2008,3050.32
1/30/2008,3000.91
1/31/2008,2982.62
2/1/2008,3008.68
2/4/2008,3077.98
2/5/2008,3039.31
2/6/2008,2932.83
2/11/2008,2869.99
2/12/2008,2927.96
2/13/2008,2951.28
2/14/2008,3047.39
2/15/2008,3090.51
2/18/2008,3085.17
2/19/2008,3099.9
2/20/2008,3028.62
2/21/2008,3056.62
2/22/2008,3050.44
2/25/2008,3066.76
2/26/2008,3079.65
2/27/2008,3096.28
2/28/2008,3075.96
2/29/2008,3028.24
3/3/2008,2928.28
3/4/2008,2921.41
3/5/2008,2912.49
3/6/2008,2919.65
3/7/2008,2867.97
3/10/2008,2838.27
3/11/2008,2862.54
3/12/2008,2919.66
3/13/2008,2807.21
3/14/2008,2840.69
3/17/2008,2794.4
3/18/2008,2839.06
3/19/2008,2838.69
3/20/2008,2830.37
3/24/2008,2933.45
3/25/2008,3005.99
3/26/2008,3001.01
3/27/2008,3031.05
3/28/2008,3037.76
3/31/2008,3013.18
4/1/2008,3052.43
4/2/2008,3130.66
4/3/2008,3177.68
4/4/2008,3161.66
4/7/2008,3191.49
4/8/2008,3139.84
4/9/2008,3099.01
4/10/2008,3073.82
4/11/2008,3136.27
4/14/2008,3052.12
4/15/2008,3065.68
4/16/2008,3096.78
4/17/2008,3135.7
4/18/2008,3135.15
4/21/2008,3182.06
4/22/2008,3198.26
4/23/2008,3205.35
4/24/2008,3189
4/25/2008,3200.7
4/28/2008,3214.31
4/29/2008,3197.29
4/30/2008,3177.73
5/2/2008,3267.33
5/5/2008,3280.38
5/6/2008,3283.99
5/7/2008,3267.08
5/8/2008,3217
5/9/2008,3207.02
5/12/2008,3225.4
5/13/2008,3249.91
5/14/2008,3245.02
5/15/2008,3254.07
5/16/2008,3288.62
5/20/2008,3250.62
5/21/2008,3247.59
5/22/2008,3210.97
5/23/2008,3171.65
5/26/2008,3157.41
5/27/2008,3169.68
5/28/2008,3187.93
5/29/2008,3216.43
5/30/2008,3248.82
6/2/2008,3244.17
6/3/2008,3209.46
6/4/2008,3189.99
6/5/2008,3199.23
6/6/2008,3202.13
6/9/2008,3138.31
6/10/2008,3086.45
6/11/2008,3100.4
6/12/2008,3073.32
6/13/2008,3032.02
6/16/2008,3090.39
6/17/2008,3081.55
6/18/2008,3093.61
6/19/2008,3045.34
6/20/2008,3054.65
6/23/2008,3031.59
6/24/2008,3014.31
6/25/2008,3039.2
6/26/2008,3033.43
6/27/2008,3007.95
6/30/2008,2999.43
7/1/2008,2957.96
7/2/2008,2957.39
7/3/2008,2931.16
7/4/2008,2943.46
7/7/2008,2985.78
7/8/2008,2937.44
7/9/2008,2968.98
7/10/2008,2952.66
7/11/2008,2978.36
7/14/2008,2955.24
7/15/2008,2880.59
7/16/2008,2885.23
7/17/2008,2914.52
7/18/2008,2897.87
7/21/2008,2970.6
7/22/2008,2942.02
7/23/2008,3032.55
7/24/2008,3031.47
7/25/2008,2975.47
7/28/2008,2962.7
7/29/2008,2938.47
7/30/2008,2978.11
7/31/2008,2989.06
8/1/2008,2965.01
8/4/2008,2934.41
8/5/2008,2918.53
8/6/2008,2951.61
8/7/2008,2898.37
8/8/2008,2870.59
8/11/2008,2888.84
8/12/2008,2880.07
8/13/2008,2877.28
8/14/2008,2882.65
8/15/2008,2863.63
8/18/2008,2846.3
8/19/2008,2799.98
8/20/2008,2826.31
8/21/2008,2787
8/22/2008,2797.09
8/25/2008,2812.85
8/26/2008,2785.83
8/27/2008,2784.31
8/28/2008,2769.81
8/29/2008,2820.19
9/1/2008,2793.26
9/2/2008,2839.74
9/3/2008,2785.79
9/4/2008,2702.96
9/5/2008,2649.6
9/8/2008,2776.01
9/9/2008,2751.5
9/10/2008,2699.21
9/11/2008,2615.56
9/12/2008,2645.96
9/15/2008,2559.37
9/16/2008,2533.52
9/17/2008,2490.14
9/18/2008,2490.05
9/19/2008,2634.01
9/22/2008,2618.63
9/23/2008,2549.03
9/24/2008,2550.16
9/25/2008,2515.82
9/26/2008,2482.08
9/29/2008,2430.5
9/30/2008,2427.99
10/2/2008,2432.82
10/3/2008,2364.39
10/6/2008,2231.83
10/7/2008,2241.32
10/8/2008,2097.02
10/9/2008,2168.27
10/10/2008,2009.07
10/13/2008,2141.09
10/14/2008,2194.67
10/15/2008,2123.6
10/16/2008,2012.04
10/17/2008,1937.07
10/20/2008,1999.68
10/21/2008,1980.68
10/22/2008,1877.91
10/23/2008,1800.09
10/24/2008,1650.17
10/28/2008,1719.08
10/29/2008,1723.94
10/30/2008,1859.32
10/31/2008,1851.35
11/3/2008,1943.76
11/4/2008,1888.39
11/5/2008,1928.78
11/6/2008,1877.56
11/7/2008,1923.28
11/10/2008,1945.5
11/11/2008,1864.94
11/12/2008,1841.24
11/13/2008,1811.79
11/14/2008,1815.73
11/17/2008,1806.36
11/18/2008,1747.38
11/19/2008,1724.15
11/20/2008,1670.69
11/21/2008,1720.53
11/24/2008,1677.25
11/25/2008,1711.37
11/26/2008,1771.79
11/27/2008,1771.16
11/28/2008,1793.99
12/1/2008,1750.15
12/2/2008,1697.29
12/3/2008,1698.73
12/4/2008,1701.94
12/5/2008,1717.99
12/9/2008,1821.1
12/10/2008,1890.77
12/11/2008,1862.18
12/12/2008,1806.32
12/15/2008,1842.05
12/16/2008,1849.66
12/17/2008,1846.74
12/18/2008,1867.16
12/19/2008,1869.57
12/22/2008,1817.66
12/23/2008,1795.71
12/24/2008,1808.67
12/26/2008,1796.82
12/29/2008,1854.05
12/30/2008,1843.72
12/31/2008,1834.26
1/2/2009,1905.22
1/5/2009,2004.31
1/6/2009,1992.63
1/7/2009,1958.19
1/8/2009,1903.03
1/9/2009,1880.55
1/12/2009,1849.55
1/13/2009,1834.52
1/14/2009,1837.54
1/15/2009,1774.38
1/16/2009,1801.86
1/19/2009,1819.09
1/20/2009,1794.48
1/21/2009,1774.86
1/22/2009,1779.28
1/23/2009,1754.77
1/28/2009,1838.96
1/29/2009,1841.18
1/30/2009,1820.67
2/2/2009,1777.74
2/3/2009,1784.66
2/4/2009,1780.42
2/5/2009,1777.51
2/6/2009,1788.72
2/9/2009,1754.3
2/10/2009,1776.15
2/11/2009,1795.63
2/12/2009,1757.04
2/13/2009,1778.6
2/16/2009,1752.6
2/17/2009,1707.98
2/18/2009,1721.69
2/19/2009,1699.04
2/20/2009,1663.16
2/23/2009,1700.45
2/24/2009,1683.49
2/25/2009,1685.95
2/26/2009,1686.63
2/27/2009,1663.09
3/2/2009,1598.99
3/3/2009,1593.9
3/4/2009,1610.4
3/5/2009,1583.61
3/6/2009,1577.84
3/9/2009,1519.27
3/10/2009,1549.31
3/11/2009,1569.91
3/12/2009,1557.42
3/13/2009,1645
3/16/2009,1654.17
3/17/2009,1625.72
3/18/2009,1648.87
3/19/2009,1658.2
3/20/2009,1670.82
3/23/2009,1741.08
3/24/2009,1785.31
3/25/2009,1769.97
3/26/2009,1840.19
3/27/2009,1826.45
3/30/2009,1750.57
3/31/2009,1778.66
4/1/2009,1781.03
4/2/2009,1886.8
4/3/2009,1905.13
4/6/2009,1933.5
4/8/2009,1866.51
4/9/2009,1913.13
4/13/2009,1963.62
4/14/2009,1987.91
4/15/2009,1997.3
4/16/2009,1982.38
4/20/2009,1965.36
4/21/2009,1978.36
4/22/2009,1933.63
4/23/2009,1951.62
4/27/2009,1912.94
4/28/2009,1908.32
4/29/2009,1952.25
4/30/2009,2028.37
5/4/2009,2143.59
5/5/2009,2192.48
5/6/2009,2306.91
5/7/2009,2379.31
5/8/2009,2375.71
5/11/2009,2299.17
5/12/2009,2311.94
5/13/2009,2320.49
5/14/2009,2253.41
5/15/2009,2272.99
5/18/2009,2312.5
5/19/2009,2401.08
5/20/2009,2414.04
5/21/2009,2352.05
5/22/2009,2388.54
5/25/2009,2412.14
5/26/2009,2381.64
5/27/2009,2453.78
5/28/2009,2439.83
5/29/2009,2478.26
6/1/2009,2532.51
6/2/2009,2527.99
6/3/2009,2536.5
6/4/2009,2514.07
6/5/2009,2549.83
6/8/2009,2483.17
6/9/2009,2500.37
6/10/2009,2544.37
6/11/2009,2534.36
6/12/2009,2529.31
6/15/2009,2464.93
6/16/2009,2434.72
6/17/2009,2416.93
6/18/2009,2380.49
6/19/2009,2418.77
6/22/2009,2412.11
6/23/2009,2368.68
6/24/2009,2424.92
6/25/2009,2449.93
6/26/2009,2466.41
6/29/2009,2465.58
6/30/2009,2482.58
7/1/2009,2503.22
7/2/2009,2469.47
7/3/2009,2447.05
7/6/2009,2411.23
7/7/2009,2417.8
7/10/2009,2455.8
7/13/2009,2411.82
7/14/2009,2458.54
7/15/2009,2542.46
7/16/2009,2554.8
7/17/2009,2586.66
7/20/2009,2613.46
7/21/2009,2611.53
7/22/2009,2607.8
7/23/2009,2644.05
7/24/2009,2695.69
7/27/2009,2742.28
7/28/2009,2792.71
7/29/2009,2771.74
7/30/2009,2806.58
7/31/2009,2831.08
8/3/2009,2854.97
8/4/2009,2819.97
8/5/2009,2784.44
8/6/2009,2778.75
8/7/2009,2723.05
8/11/2009,2774.26
8/12/2009,2746.5
8/13/2009,2793.83
8/14/2009,2812.36
8/17/2009,2721.46
8/18/2009,2745.09
8/19/2009,2700.53
8/20/2009,2743.03
8/21/2009,2727.56
8/24/2009,2799.87
8/25/2009,2807.46
8/26/2009,2821.14
8/27/2009,2835.95
8/28/2009,2837.06
8/31/2009,2787.63
9/1/2009,2791.38
9/2/2009,2762.94
9/3/2009,2793.5
9/4/2009,2819.65
9/7/2009,2842.51
9/8/2009,2860.74
9/9/2009,2849.54
9/10/2009,2883.44
9/11/2009,2882.38
9/14/2009,2837.99
9/15/2009,2836.55
9/16/2009,2875.27
9/17/2009,2873.32
9/18/2009,2846.77
9/22/2009,2887.32
9/23/2009,2887.65
9/24/2009,2867.76
9/25/2009,2862.8
9/28/2009,2826.71
9/29/2009,2863.33
9/30/2009,2873.29
10/1/2009,2857.01
10/2/2009,2800.13
10/5/2009,2777.77
10/7/2009,2832.49
10/9/2009,2851.72
10/12/2009,2881.77
10/13/2009,2868.8
10/15/2009,2915.83
10/19/2009,2917.4
10/20/2009,2916.74
10/21/2009,2896.8
10/23/2009,2921.32
10/26/2009,2922.69
10/28/2009,2850.59
10/29/2009,2832.66
10/30/2009,2852.91
11/2/2009,2847.27
11/3/2009,2821.57
11/4/2009,2851.38
11/5/2009,2830.61
11/6/2009,2861.69
11/9/2009,2899.54
11/10/2009,2914.86
11/11/2009,2950.36
11/12/2009,2935.08
11/13/2009,2936.29
11/16/2009,2997.24
11/17/2009,2976.9
11/19/2009,2973.21
11/20/2009,2976.17
11/23/2009,3015.34
11/24/2009,2996.46
11/25/2009,3010.32
12/16/2009,3036.61
12/17/2009,3035.89
12/18/2009,3030.44
12/21/2009,3013.38
12/22/2009,3053.4
12/23/2009,3072.58
12/24/2009,3068.41
12/28/2009,3087.84
12/29/2009,3103.07
12/30/2009,3113.88
12/31/2009,3133.2
1/4/2010,3129.88
1/5/2010,3157.7
1/6/2010,3168.75
1/7/2010,3150.1
1/8/2010,3160.39
1/11/2010,3172.03
1/13/2010,3123.2
1/14/2010,3146.07
1/15/2010,3144.88
1/18/2010,3148.77
1/19/2010,3149.75
1/20/2010,3128.34
1/21/2010,3082.77
1/22/2010,3048.95
1/25/2010,3040.31
1/26/2010,2963.13
1/27/2010,2926.28
1/28/2010,2982.59
1/29/2010,2969.26
2/1/2010,2961.63
2/2/2010,2945.07
2/3/2010,2992.66
2/4/2010,2971.16
2/5/2010,2904.68
2/8/2010,2915.57
2/9/2010,2971.21
2/10/2010,2959.71
2/11/2010,2980.53
2/12/2010,2986.24
4/27/2010,3262.14
4/28/2010,3197.1
4/29/2010,3226.51
4/30/2010,3243.52
5/3/2010,3212.1
5/4/2010,3167.15
5/5/2010,3124.09
5/6/2010,3101.52
5/7/2010,3086.94
5/10/2010,3151.9
5/11/2010,3126.94
5/12/2010,3152.88
5/13/2010,3139.3
5/14/2010,3125.39
5/17/2010,3103.61
5/18/2010,3115.28
5/19/2010,3038.83
5/20/2010,3022.1
5/21/2010,2964.69
5/24/2010,2989.57
5/25/2010,2909.17
5/26/2010,2959.01
5/27/2010,3006.94
5/31/2010,3021.11
6/1/2010,2980.32
6/2/2010,2993.64
6/3/2010,3065.96
6/4/2010,3081.14
6/7/2010,3021.17
6/8/2010,3015.38
6/9/2010,3014.49
6/10/2010,3051.58
6/11/2010,3069.93
6/14/2010,3093.84
6/15/2010,3093.99
6/16/2010,3125.53
6/17/2010,3122.25
6/18/2010,3110.66
6/21/2010,3168.01
6/22/2010,3153.37
6/23/2010,3151.99
6/24/2010,3126.26
6/25/2010,3130.68
6/28/2010,3150.83
6/29/2010,3107.31
6/30/2010,3112.98
7/1/2010,3096.34
7/2/2010,3122.51
7/5/2010,3122.32
7/6/2010,3148.67
7/7/2010,3140.99
7/8/2010,3180.65
7/9/2010,3202.63
7/12/2010,3211.57
7/13/2010,3215.29
7/14/2010,3241.75
7/15/2010,3231.59
7/16/2010,3247.15
7/19/2010,3233.64
7/20/2010,3237.15
7/21/2010,3213.05
7/22/2010,3245.53
7/23/2010,3265.07
7/26/2010,3257.96
7/27/2010,3271.92
7/28/2010,3279.18
7/29/2010,3292.65
7/30/2010,3282.6
8/2/2010,3323.63
8/3/2010,3312.35
8/4/2010,3300.54
8/5/2010,3305.92
8/6/2010,3300.94
8/10/2010,3289.08
8/11/2010,3250.47
8/12/2010,3225.98
8/13/2010,3240.61
8/16/2010,3233.49
8/17/2010,3222.81
8/18/2010,3222.21
8/19/2010,3252.88
8/20/2010,3244.5
8/23/2010,3232.92
8/24/2010,3229.44
8/25/2010,3237.11
8/26/2010,3236.36
8/27/2010,3250.6
8/30/2010,3271.89
8/31/2010,3264.44
9/1/2010,3300.39
9/2/2010,3304.64
9/3/2010,3322.23
9/6/2010,3357.66
9/7/2010,3359.33
9/8/2010,3336.56
9/9/2010,3348.59
9/13/2010,3397.93
9/14/2010,3377.81
9/15/2010,3402.61
9/16/2010,3398.26
9/17/2010,3408.52
9/20/2010,3413.63
9/21/2010,3429.59
9/22/2010,3430.38
9/23/2010,3416.01
9/24/2010,3426.59
9/27/2010,3449.62
9/28/2010,3431.76
9/29/2010,3441.39
9/30/2010,3432.08
10/1/2010,3468.94
10/4/2010,3498.36
10/5/2010,3503.8
10/6/2010,3534.49
10/7/2010,3508.55
10/8/2010,3493.8
10/11/2010,3504.96
10/12/2010,3491.47
10/13/2010,3550
10/14/2010,3542.09
10/15/2010,3552.34
10/18/2010,3526.84
10/19/2010,3539.06
10/20/2010,3524.49
10/21/2010,3507.17
10/22/2010,3518.31
10/25/2010,3527.74
10/26/2010,3506.04
10/27/2010,3463.77
10/28/2010,3470.14
10/29/2010,3484.69
11/1/2010,3540.19
11/2/2010,3554.71
11/3/2010,3577.04
11/4/2010,3594.05
11/8/2010,3660.7
11/9/2010,3675.36
11/10/2010,3648.33
11/11/2010,3652.92
11/12/2010,3607.18
11/15/2010,3590.32
11/16/2010,3563.08
11/18/2010,3566.54
11/19/2010,3546.74
11/22/2010,3539.58
11/23/2010,3469.76
11/24/2010,3481.64
11/25/2010,3506.3
11/26/2010,3505.03
11/29/2010,3505.18
11/30/2010,3490.18
12/1/2010,3531.51
12/2/2010,3549.29
12/3/2010,3520.97
12/6/2010,3530.92
12/7/2010,3542.54
12/8/2010,3554.66
12/9/2010,3566.84
12/10/2010,3539.31
12/13/2010,3535.86
12/14/2010,3529.85
12/15/2010,3496.84
12/16/2010,3497.36
12/17/2010,3503.29
12/20/2010,3481.02
12/21/2010,3495.38
12/22/2010,3500.35
12/23/2010,3493.08
12/24/2010,3499.78
12/27/2010,3517.1
12/28/2010,3544.19
12/29/2010,3571.15
12/30/2010,3576.22
12/31/2010,3551.25
1/3/2011,3602.16
1/4/2011,3618.33
1/5/2011,3622.74
1/6/2011,3651.07
1/7/2011,3630.64
1/10/2011,3594.93
1/11/2011,3608.54
1/12/2011,3612.37
1/13/2011,3624.53
1/14/2011,3613.5
1/17/2011,3605.35
1/18/2011,3617.54
1/19/2011,3609.05
1/20/2011,3568.45
1/21/2011,3545.2
1/24/2011,3546.49
1/25/2011,3541.36
1/26/2011,3586.17
1/27/2011,3585.12
1/28/2011,3596.09
1/31/2011,3540.45
2/1/2011,3548.12
2/2/2011,3577.52
2/7/2011,3556.95
2/8/2011,3549.34
2/9/2011,3510.57
2/10/2011,3458.01
2/11/2011,3428.9
2/14/2011,3459.15
2/15/2011,3432.67
2/16/2011,3448.35
2/17/2011,3435.09
2/18/2011,3439.65
2/21/2011,3421.47
2/22/2011,3364.1
2/23/2011,3344.87
2/24/2011,3312.8
2/25/2011,3370.84
2/28/2011,3354.51
3/1/2011,3418.12
3/2/2011,3373.45
3/3/2011,3384.42
3/4/2011,3411.12
3/7/2011,3416.92
3/8/2011,3458.51
3/9/2011,3446.32
3/10/2011,3426.86
3/11/2011,3391.26
3/14/2011,3377.18
3/15/2011,3282.72
3/16/2011,3317.23
3/17/2011,3285.82
3/18/2011,3277.9
3/21/2011,3331.2
3/22/2011,3352.68
3/23/2011,3374.39
3/24/2011,3397.65
3/25/2011,3428.71
3/28/2011,3413.68
3/29/2011,3413.2
3/30/2011,3456.03
3/31/2011,3467.79
4/1/2011,3484.11
4/4/2011,3506.61
4/5/2011,3513.45
4/6/2011,3539.78
4/7/2011,3541.26
4/8/2011,3558.74
4/11/2011,3528.74
4/12/2011,3503.68
4/13/2011,3541.74
4/14/2011,3527.04
4/15/2011,3521.36
4/18/2011,3511.39
4/19/2011,3495.18
4/20/2011,3540.4
4/21/2011,3572.76
4/25/2011,3567.07
4/26/2011,3555.39
4/27/2011,3567.56
4/28/2011,3571.2
4/29/2011,3567.04
5/3/2011,3539.58
5/4/2011,3495.62
5/5/2011,3497.04
5/6/2011,3487.21
5/9/2011,3532.24
5/10/2011,3553.99
5/11/2011,3577.55
5/12/2011,3530.88
5/13/2011,3568.37
5/16/2011,3539.42
5/18/2011,3545.19
5/19/2011,3580.57
5/20/2011,3576.03
5/23/2011,3510.51
5/24/2011,3513.45
5/25/2011,3519.72
5/26/2011,3525.43
5/27/2011,3538.77
5/30/2011,3544.5
5/31/2011,3566.32
6/1/2011,3581.96
6/2/2011,3568.11
6/3/2011,3551.26
6/6/2011,3515.2
6/7/2011,3517.71
6/8/2011,3503.07
6/9/2011,3496.96
6/10/2011,3475.26
6/13/2011,3453.46
6/14/2011,3451.6
6/15/2011,3448.7
6/16/2011,3409.54
6/17/2011,3392.77
6/20/2011,3402.15
6/21/2011,3447.22
6/22/2011,3435.16
6/23/2011,3437.29
6/24/2011,3462.28
6/27/2011,3441.31
6/28/2011,3444.14
6/29/2011,3476.83
6/30/2011,3522.77
7/1/2011,3543.73
7/4/2011,3560.03
7/5/2011,3533.22
7/6/2011,3516.31
7/7/2011,3528.91
7/8/2011,3557.59
7/11/2011,3519.31
7/12/2011,3474.15
7/13/2011,3486.63
7/14/2011,3486.94
7/15/2011,3481.91
7/18/2011,3475.94
7/19/2011,3495.32
7/20/2011,3529.65
7/21/2011,3543.17
7/22/2011,3593.35
7/25/2011,3581.16
7/26/2011,3598.5
7/27/2011,3609.2
7/28/2011,3605.03
7/29/2011,3604.36
8/1/2011,3633.75
8/2/2011,3593.52
8/3/2011,3540.64
8/4/2011,3514.25
8/5/2011,3395.93
8/8/2011,3276.7
8/10/2011,3205.23
8/11/2011,3176.97
8/15/2011,3266.19
8/16/2011,3224
8/17/2011,3222.32
8/19/2011,3115.31
8/22/2011,3113.24
8/23/2011,3151.23
8/24/2011,3099.66
8/25/2011,3152.88
8/26/2011,3132.86
8/29/2011,3182.69
8/31/2011,3289.43
9/1/2011,3271.74
9/2/2011,3244.25
9/5/2011,3164.47
9/6/2011,3165.78
9/7/2011,3231.75
9/8/2011,3260.01
9/9/2011,3223.72
9/12/2011,3130.7
9/13/2011,3114.48
9/14/2011,3125.87
9/15/2011,3156.23
9/16/2011,3182.57
9/19/2011,3146.28
9/20/2011,3173.21
9/21/2011,3185.72
9/22/2011,3104.4
9/23/2011,3079.61
9/26/2011,3028.84
9/27/2011,3110.53
9/28/2011,3082.31
9/29/2011,3090.24
9/30/2011,3052.63
10/3/2011,2991.28
10/4/2011,2888.15
10/5/2011,2885.51
10/6/2011,2970.43
10/7/2011,3012.84
10/10/2011,3044.8
10/11/2011,3075.07
10/12/2011,3126.11
10/13/2011,3121.79
10/14/2011,3133.44
10/17/2011,3173.18
10/18/2011,3111.2
10/19/2011,3106.09
10/20/2011,3076.17
10/21/2011,3097.18
10/24/2011,3153.33
10/25/2011,3163.6
10/27/2011,3252.27
10/28/2011,3318.68
10/31/2011,3261.63
11/1/2011,3185.77
11/2/2011,3238.16
11/3/2011,3209.94
11/4/2011,3255.04
11/8/2011,3275.94
11/9/2011,3266.96
11/10/2011,3184.95
11/11/2011,3189.73
11/14/2011,3234.53
11/15/2011,3213.75
11/16/2011,3209.02
11/17/2011,3176.38
11/18/2011,3121.61
11/21/2011,3084.62
11/22/2011,3106.59
11/23/2011,3060.13
11/24/2011,3060.79
11/25/2011,3022.82
11/28/2011,3080.55
11/29/2011,3073.31
11/30/2011,3089.73
12/1/2011,3157.67
12/2/2011,3170.79
12/5/2011,3162.64
12/6/2011,3143.22
12/7/2011,3181.3
12/8/2011,3122.62
12/9/2011,3084.04
12/12/2011,3092.2
12/13/2011,3073.91
12/14/2011,3058.62
12/15/2011,3016.11
12/16/2011,3043.55
12/19/2011,2996.47
12/20/2011,2999.1
12/21/2011,3066.63
12/22/2011,3056.85
12/23/2011,3070.24
12/27/2011,3066.97
12/28/2011,3058.52
12/29/2011,3066.01
12/30/2011,3035.69
1/3/2012,3083.89
1/4/2012,3109.88
1/5/2012,3112.17
1/6/2012,3115.12
1/9/2012,3087.23
1/10/2012,3119.98
1/11/2012,3151.3
1/12/2012,3147.31
1/13/2012,3202.24
1/16/2012,3162.03
1/17/2012,3230.13
1/18/2012,3206.66
1/19/2012,3224.8
1/20/2012,3268.59
1/25/2012,3317.07
1/26/2012,3320.67
1/27/2012,3345.72
1/30/2012,3313.63
1/31/2012,3337.42
2/1/2012,3335.2
2/2/2012,3330.94
2/3/2012,3350.35
2/6/2012,3375.78
2/7/2012,3396.08
2/8/2012,3424.12
2/9/2012,3422.93
2/10/2012,3398.63
2/13/2012,3417.38
2/14/2012,3430.1
2/15/2012,3457.97
2/16/2012,3418.38
2/17/2012,3445.24
2/20/2012,3468.88
2/21/2012,3473.34
2/22/2012,3439.49
2/23/2012,3408.21
2/24/2012,3419.39
2/27/2012,3383.45
2/28/2012,3409.8
2/29/2012,3437.74
3/1/2012,3420.26
3/2/2012,3437.08
3/6/2012,3366.49
3/7/2012,3344.84
3/8/2012,3410.54
3/9/2012,3402.24
3/12/2012,3401.13
3/13/2012,3432.01
3/14/2012,3482.13
3/15/2012,3481.49
3/16/2012,3464.05
3/19/2012,3440.35
3/20/2012,3454.9
3/21/2012,3458.23
3/22/2012,3427.88
